0,0.186439,0,0.139192,0,-0.127013,0,0.0472171,0,13.5437,-17.2714,13.5437,-17.2714,0.00668152,0.550174,-0.816355,20,1
0.05,0.160869,-1.01496,0.153614,0.571857,-0.110084,0.677187,0.0256278,-0.863572,12.528,-15.9761,12.528,-15.9761,0.00610921,0.550174,-0.816355,20,1
0.1,0.0877424,-1.88732,0.193807,1.022,-0.0605642,1.30359,-0.0375209,-1.66238,10.9112,-13.9143,10.9112,-13.9143,0.00560168,0.550174,-0.816355,20,1
0.15,-0.0228618,-2.50111,0.251542,1.26757,0.018254,1.84914,-0.138033,-2.35809,8.78925,-11.2084,8.78925,-11.2084,0.0078991,0.550174,-0.816355,20,1
0.2,-0.155619,-2.76524,0.31514,1.25482,0.121698,2.28861,-0.269948,-2.91851,6.28092,-8.00963,6.28092,-8.00963,0.0151233,0.550174,-0.816355,20,1
0.25,-0.291706,-2.63353,0.371141,0.966856,0.243979,2.60265,-0.425885,-3.31899,3.52124,-4.4904,3.52124,-4.4904,0.0267563,0.550174,-0.816355,20,1
0.3,-0.411405,-2.11669,0.406184,0.423885,0.378513,2.77871,-0.597447,-3.54351,0.654495,-0.834634,0.654495,-0.834634,0.0393459,0.550174,-0.816355,20,1
0.35,-0.49685,-1.276,0.408698,-0.324022,0.518267,2.81144,-0.775666,-3.58524,-2.17331,2.77147,-2.17331,2.77147,0.0481352,0.550174,-0.816355,20,1
0.4,-0.534082,-0.203133,0.370151,-1.20648,0.656123,2.70277,-0.951464,-3.44667,-4.82175,6.14885,-4.82175,6.14885,0.0491921,0.550174,-0.816355,20,1
0.45,-0.514047,0.999154,0.285904,-2.13869,0.785234,2.46169,-1.11611,-3.13922,-7.16289,9.13436,-7.16289,9.13436,0.0409817,0.550174,-0.816355,20,1
0.5,-0.432936,2.22383,0.155906,-3.02195,0.899365,2.10354,-1.26165,-2.68251,0.000941111,-0.000967598,-9.08736,11.5885,0.0257147,0.550174,-0.816355,20,1
0.55,-0.30292,2.93723,-0.000311696,-3.17607,1.00454,2.10359,-1.39578,-2.68256,0.00110049,-0.000973295,-11.191,14.2711,0.0113371,0.550174,-0.816355,20,1
0.6,-0.143812,3.37654,-0.156495,-3.02061,1.10972,2.10364,-1.52991,-2.6826,0.00113642,-0.000872894,-13.2946,16.9537,0.00558192,0.550174,-0.816355,20,1
0.65,0.0292573,3.49001,-0.297478,-2.57406,1.21491,2.1037,-1.66404,-2.68265,0.00103534,-0.000698448,-15.3984,19.6364,0.0110383,0.550174,-0.816355,20,1
0.7,0.199472,3.26358,-0.409858,-1.88687,1.32009,2.10375,-1.79817,-2.68268,0.000825563,-0.000484558,-17.5022,20,0.0251512,0.550174,-0.816355,20,1
0.75,0.350367,2.72503,-0.483316,-1.02997,1.42528,2.10379,-1.93231,-2.68271,0.000557303,-0.000247595,-19.606,20,0.0419156,0.550174,-0.816355,20,1
