0,0.251763,0,-0.08407,0,-0.50486,0,-0.33591,0,10.9171,14.7744,10.9171,14.7744,0.00870148,0.040995,0.402811,20,1
0.05,0.226468,-1.00423,-0.098217,-0.561055,-0.491214,0.545855,-0.317442,0.738721,10.0983,13.6663,10.0983,13.6663,0.00752745,0.040995,0.402811,20,1
0.1,0.153837,-1.87881,-0.137863,-1.01138,-0.451298,1.05077,-0.263423,1.42204,8.79509,11.9026,8.79509,11.9026,0.00527521,0.040995,0.402811,20,1
0.15,0.043117,-2.51481,-0.195476,-1.27364,-0.387766,1.49053,-0.177443,2.01717,7.08469,9.58791,7.08469,9.58791,0.00496912,0.040995,0.402811,20,1
0.2,-0.0914442,-2.82363,-0.260255,-1.29582,-0.304383,1.84476,-0.0645994,2.49657,5.06281,6.85164,5.06281,6.85164,0.00939053,0.040995,0.402811,20,1
0.25,-0.232079,-2.75568,-0.319612,-1.05902,-0.205817,2.0979,0.0687934,2.83915,2.83834,3.8412,2.83834,3.8412,0.0189476,0.040995,0.402811,20,1
0.3,-0.359828,-2.31366,-0.360886,-0.578895,-0.097374,2.23982,0.215552,3.03121,0.527564,0.713967,0.527564,0.713967,0.0309589,0.040995,0.402811,20,1
0.35,-0.457147,-1.54994,-0.372958,0.0996505,0.0152763,2.2662,0.368005,3.06691,-1.75182,-2.37079,-1.75182,-2.37079,0.0409286,0.040995,0.402811,20,1
0.4,-0.510005,-0.549578,-0.347501,0.91095,0.126396,2.1786,0.518387,2.94837,-3.88663,-5.25989,-3.88663,-5.25989,0.0446767,0.040995,0.402811,20,1
0.45,-0.509023,0.588501,-0.279844,1.77515,0.230468,1.98427,0.65923,2.68537,-5.77374,-7.81376,-5.77374,-7.81376,0.0400264,0.040995,0.402811,20,1
0.5,-0.449889,1.76096,-0.169608,2.6008,0.322465,1.69559,0.783732,2.29468,-7.32498,-9.9131,-7.32498,-9.9131,0.027994,0.040995,0.402811,20,1
0.55,-0.33359,2.85854,-0.0212457,3.28668,0.398088,1.32934,0.886075,1.79903,-8.47119,-11.4643,-8.47119,-11.4643,0.0137798,0.040995,0.402811,20,1
0.6,-0.166823,3.76234,0.155622,3.72943,0.453966,0.905777,0.961696,1.22581,-9.16519,-12.4035,-9.16519,-12.4035,0.0064241,0.040995,0.402811,20,1
0.65,0.0376328,4.35048,0.34652,3.84152,0.487798,0.447518,1.00748,0.605639,-9.38358,-12.6991,-9.38358,-12.6991,0.0149663,0.040995,0.402811,20,1
0.7,0.26131,4.52213,0.533516,3.57499,0.498444,-0.0216609,1.02189,-0.0293143,-9.12733,-12.3523,-9.12733,-12.3523,0.0418831,0.040995,0.402811,20,1
0.75,0.481937,4.23015,0.697652,2.93725,0.485952,-0.478027,1.00498,-0.646928,-8.42112,-11.3965,-8.42112,-11.3965,0.079913,0.040995,0.402811,20,1
0.8,0.676688,3.49952,0.821695,1.98723,0.451524,-0.899083,0.958392,-1.21675,-7.31151,-9.89487,-7.31151,-9.89487,0.116799,0.040995,0.402811,20,1
0.85,0.825607,2.41573,0.892218,0.814407,0.397431,-1.26466,0.885186,-1.7115,-5.86406,-7.936,-5.86406,-7.936,0.143015,0.040995,0.402811,20,1
0.9,0.91384,1.09185,0.900513,-0.484634,0.326868,-1.55786,0.789691,-2.1083,-4.1596,-5.6293,-4.1596,-5.6293,0.154535,0.040995,0.402811,20,1
0.95,0.932198,-0.361549,0.842564,-1.819,0.243775,-1.76584,0.677239,-2.38976,-2.28977,-3.0988,-2.28977,-3.0988,0.150218,0.040995,0.402811,20,1
1,0.87668,-1.84703,0.718754,-3.10237,0.152621,-1.88033,0.553878,-2.5447,-0.352192,-0.476631,-0.352192,-0.476631,0.129116,0.040995,0.402811,20,1
1.05,0.747977,-3.27186,0.533869,-4.24369,0.0581644,-1.89794,0.426047,-2.56853,1.55455,2.10382,1.55455,2.10382,0.091867,0.040995,0.402811,20,1
1.1,0.551656,-4.53149,0.297562,-5.13989,-0.0347894,-1.82021,0.30025,-2.46334,3.3359,4.51457,3.3359,4.51457,0.0462564,0.040995,0.402811,20,1
1.15,0.299052,-5.50063,0.0248808,-5.6815,-0.12163,-1.65342,0.182726,-2.23762,4.90592,6.63932,4.90592,6.63932,0.0111252,0.040995,0.402811,20,1
1.2,0.00807732,-6.04674,-0.263946,-5.77661,-0.198169,-1.40812,0.0791442,-1.90565,6.19139,8.37898,6.19139,8.37898,0.00863121,0.040995,0.402811,20,1
