0,0.0528286,-2.23233,-0.120209,4.2237,-0.819795,-1.19395,0.966545,2.39002,6.19274,-12.2149,6.19274,-12.2149,0.00214176,-0.608415,0.553496,18,2,0
0.05,-0.0672093,-2.53003,0.108483,4.84971,-0.871752,-0.884313,1.07078,1.77927,6.50868,-12.8696,6.50868,-12.8696,0.00202261,-0.608415,0.553496,18,2,0
0.1,-0.196381,-2.59424,0.357397,5.02208,-0.907831,-0.558879,1.14365,1.13579,6.50725,-12.8944,6.50725,-12.8944,0.0202177,-0.608415,0.553496,18,2,0
0.15,-0.322322,-2.40207,0.602079,4.68274,-0.927641,-0.233516,1.18433,0.491072,6.2131,-12.3371,6.2131,-12.3371,0.0543523,-0.608415,0.553496,18,2,0
0.2,-0.432301,-1.96178,0.817383,3.8621,-0.931551,0.0771391,1.19346,-0.125782,5.66216,-11.2677,5.66216,-11.2677,0.0943224,-0.608415,0.553496,18,2,0
0.25,-0.514748,-1.31053,0.981642,2.66312,-0.920616,0.360247,1.17308,-0.68917,4.89912,-9.77425,4.89912,-9.77425,0.12857,-0.608415,0.553496,18,2,0
0.3,-0.560508,-0.506181,1.07923,1.21736,-0.89648,0.605203,1.12641,-1.17788,3.97476,-7.95665,3.97476,-7.95665,0.149454,-0.608415,0.553496,18,2,0
0.35,-0.563633,0.381978,1.10094,-0.353401,-0.861251,0.803941,1.05757,-1.57571,2.94317,-5.92187,2.94317,-5.92187,0.153702,-0.608415,0.553496,18,2,0
0.4,-0.521782,1.27978,1.04308,-1.94927,-0.817375,0.9511,0.97138,-1.87181,1.85908,-3.77829,1.85908,-3.77829,0.140299,-0.608415,0.553496,18,2,0
0.45,-0.436372,2.11122,0.90663,-3.48028,-0.767496,1.04405,0.873067,-2.06072,0.775355,-1.63083,0.775355,-1.63083,0.109899,-0.608415,0.553496,18,2,0
0.5,-0.312631,2.80055,0.697262,-4.84491,-0.714324,1.08282,0.767992,-2.14226,-0.259275,0.4236,-0.259275,0.4236,0.0673684,-0.608415,0.553496,18,2,0
0,-0.059534,-2.22559,0.0933718,4.25012,-0.879494,-1.19402,1.08605,2.39017,7.26746,-14.3663,7.26746,-14.3663,0.00152385,-0.608415,0.553496,18,2,0
0.05,-0.175052,-2.35694,0.315416,4.55562,-0.930111,-0.830647,1.1876,1.67185,7.45182,-14.7576,7.45182,-14.7576,0.0159014,-0.608415,0.553496,18,2,0
0.1,-0.291521,-2.26331,0.541447,4.40741,-0.962328,-0.458056,1.25275,0.933975,7.28655,-14.4545,7.28655,-14.4545,0.0446191,-0.608415,0.553496,18,2,0
0.15,-0.39743,-1.93848,0.748267,3.7969,-0.976123,-0.0937286,1.28138,0.211252,6.8062,-13.5244,6.8062,-13.5244,0.0807386,-0.608415,0.553496,18,2,0
0.2,-0.481663,-1.40409,0.914211,2.79088,-0.972302,0.246581,1.27503,-0.464966,6.0568,-12.0578,6.0568,-12.0578,0.114299,-0.608415,0.553496,18,2,0
0.25,-0.534792,-0.704725,1.02224,1.50166,-0.952401,0.549421,1.23671,-1.06785,5.09291,-10.1622,5.09291,-10.1622,0.137287,-0.608415,0.553496,18,2,0
0.3,-0.550021,0.100062,1.06124,0.0490897,-0.918564,0.804067,1.17062,-1.57596,3.97455,-7.95627,3.97455,-7.95627,0.145454,-0.608415,0.553496,18,2,0
0.35,-0.523746,0.943023,1.02574,-1.46121,-0.873393,1.00279,1.08187,-1.97378,2.76401,-5.56326,2.76401,-5.56326,0.137207,-0.608415,0.553496,18,2,0
0.4,-0.455821,1.75364,0.91517,-2.93688,-0.819798,1.141,0.976232,-2.25194,1.5229,-3.10536,1.5229,-3.10536,0.112695,-0.608415,0.553496,18,2,0
