0,-0.109999,0,0.0549433,0,0.987306,0,0.0723178,0,-20,-2.52116,-20,-2.52116,0.00187837,-0.636624,-0.107765,14,2
0.05,-0.079978,1.19143,0.0553819,0.0173993,0.962306,-1,0.0691664,-0.126058,-20,-2.22492,-20,-2.22492,0.00117648,-0.636624,-0.107765,14,2
0.1,0.00727302,2.2706,0.0562881,0.0185501,0.887306,-2,0.0600823,-0.237304,-17.335,-1.87525,-17.335,-1.87525,0.00040093,-0.636624,-0.107765,14,2
0.15,0.140042,2.99557,0.0567737,0.000717747,0.765637,-2.86675,0.0458731,-0.331066,-13.8982,-1.4888,-13.8982,-1.4888,0.00283493,-0.636624,-0.107765,14,2
0.2,0.297487,3.24829,0.0558802,-0.0361594,0.604927,-3.56166,0.0274588,-0.405506,-10.2584,-1.08212,-10.2584,-1.08212,0.0113086,-0.636624,-0.107765,14,2
0.25,0.454999,2.99969,0.0527134,-0.0894727,0.414021,-4.07458,0.00583081,-0.459612,-6.55987,-0.671113,-6.55987,-0.671113,0.0256436,-0.636624,-0.107765,14,2
0.3,0.588456,2.29736,0.0465706,-0.154233,0.202092,-4.40257,-0.0179887,-0.493168,-2.93688,-0.270529,-2.93688,-0.270529,0.0421066,-0.636624,-0.107765,14,2
0.35,0.677591,1.24345,0.0370466,-0.223616,-0.0217077,-4.54942,-0.0429852,-0.506694,0.490002,0.106475,0.490002,0.106475,0.0551409,-0.636624,-0.107765,14,2
0.4,0.70783,-0.0412987,0.0241083,-0.289697,-0.248566,-4.52492,-0.0681868,-0.50137,3.61702,0.44865,3.61702,0.44865,0.0598712,-0.636624,-0.107765,14,2
0.45,0.67054,-1.44153,0.00812767,-0.344318,-0.47029,-4.34406,-0.0926945,-0.478938,6.35946,0.746893,6.35946,0.746893,0.0539184,-0.636624,-0.107765,14,2
0.5,0.562673,-2.84761,-0.0101285,-0.379979,-0.679544,-4.02609,-0.115708,-0.441593,8.65307,0.994389,8.65307,0.994389,0.0383986,-0.636624,-0.107765,14,2
0.55,0.386863,-4.13952,-0.0295535,-0.390691,-0.870033,-3.59344,-0.136544,-0.391874,-0.00512759,-0.000208313,10.4546,1.18666,0.0185025,-0.636624,-0.107765,14,2
0.6,0.164666,-4.67875,-0.0473241,-0.314357,-1.04971,-3.59369,-0.156138,-0.391884,-0.00523024,-0.000203195,12.9706,1.461,0.0036432,-0.636624,-0.107765,14,2
0.65,-0.0734547,-4.76879,-0.0604734,-0.207353,-1.2294,-3.59396,-0.175733,-0.391894,-0.00475931,-0.000186459,15.4868,1.73534,0.00112538,-0.636624,-0.107765,14,2
0.7,-0.304426,-4.39636,-0.0677191,-0.0801343,-1.40911,-3.59419,-0.195328,-0.391904,-0.00379936,-0.000153222,18.0031,2.00969,0.0119937,-0.636624,-0.107765,14,2
0.75,-0.506213,-3.61486,-0.0683548,0.0548915,-1.58882,-3.59438,-0.214923,-0.391911,-0.00260276,-0.00010044,20,2.28404,0.0317364,-0.636624,-0.107765,14,2
0.8,-0.660711,-2.52315,-0.062319,0.184563,-1.76854,-3.59451,-0.234519,-0.391916,-0.00143572,-3.33274e-05,20,2.55839,0.0527822,-0.636624,-0.107765,14,2
0.85,-0.755239,-1.23462,-0.0502001,0.296237,-1.94827,-3.59459,-0.254115,-0.391918,-0.000322905,3.60064e-05,20,2.83274,0.0679295,-0.636624,-0.107765,14,2
0.9,-0.782683,0.143197,-0.0331803,0.379006,-2.128,-3.5946,-0.273711,-0.391916,20,3.10707,20,3.10707,0.0725502,-0.636624,-0.107765,14,2
0.95,-0.758795,0.803881,-0.0167711,0.272021,-2.28273,-2.5946,-0.289423,-0.236562,20,3.01633,20,3.01633,0.0683347,-0.636624,-0.107765,14,2
1,-0.70371,1.38003,-0.00631337,0.142898,-2.38746,-1.5946,-0.29748,-0.0857457,20,2.82751,20,2.82751,0.0591545,-0.636624,-0.107765,14,2
1.05,-0.623261,1.80907,-0.00248274,0.00909715,-2.44219,-0.594602,-0.298233,0.0556298,20,2.5553,20,2.5553,0.0468177,-0.636624,-0.107765,14,2
1.1,-0.52609,2.04246,-0.00508198,-0.112204,-2.44692,0.405398,-0.292258,0.183395,20,2.21611,20,2.21611,0.0336733,-0.636624,-0.107765,14,2
1.15,-0.422764,2.05288,-0.0130992,-0.205859,-2.40165,1.4054,-0.280318,0.2942,20,1.82734,20,1.82734,0.0219418,-0.636624,-0.107765,14,2
1.2,-0.324575,1.83908,-0.0248485,-0.260277,-2.30638,2.4054,-0.263323,0.385567,18.5658,1.40669,18.5658,1.40669,0.013074,-0.636624,-0.107765,14,2
1.25,-0.240507,1.49381,-0.0381784,-0.268575,-2.1629,3.33369,-0.242287,0.455902,14.7005,0.971505,14.7005,0.971505,0.00734311,-0.636624,-0.107765,14,2
1.3,-0.173177,1.17633,-0.050726,-0.229244,-1.97784,4.06871,-0.218277,0.504477,10.6396,0.538222,10.6396,0.538222,0.00403995,-0.636624,-0.107765,14,2
1.35,-0.119931,0.935712,-0.06019,-0.146248,-1.76111,4.6007,-0.192381,0.531388,6.54138,0.121847,6.54138,0.121847,0.00223625,-0.636624,-0.107765,14,2
1.4,-0.0761299,0.801914,-0.0645952,-0.028545,-1.5229,4.92777,-0.165659,0.53748,2.55228,-0.264441,2.55228,-0.264441,0.00123902,-0.636624,-0.107765,14,2
1.45,-0.036134,0.784872,-0.0625191,0.110898,-1.27332,5.05538,-0.139115,0.524258,-1.19705,-0.609606,-1.19705,-0.609606,0.000648686,-0.636624,-0.107765,14,2
1.5,0.00571377,0.875404,-0.0532589,0.256479,-1.02205,4.99553,-0.113665,0.493778,-4.59516,-0.904958,-4.59516,-0.904958,0.000357121,-0.636624,-0.107765,14,2
1.55,0.0541817,1.04746,-0.0369245,0.39157,-0.778013,4.76577,-0.0901069,0.44853,-7.5521,-1.14427,-7.5521,-1.14427,0.000534877,-0.636624,-0.107765,14,2
