6.500000000000000222e-01,-4.037709999999999910e-02,-2.275700000000000056e+00,-1.107660000000000033e-01,4.186609999999999943e+00,-1.266049999999999898e+00,-1.512999999999999901e+00,7.469489999999999741e-01,2.133859999999999868e+00,-9.546339999999999826e-01,3.077409999999999868e-01,1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
6.999999999999999556e-01,-1.503259999999999874e-01,-2.086650000000000116e+00,1.005319999999999964e-01,4.196600000000000108e+00,-1.341699999999999893e+00,-1.513060000000000072e+00,8.536449999999999871e-01,2.133980000000000210e+00,-9.546339999999999826e-01,3.077409999999999868e-01,1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e-01,-2.456550000000000122e-01,-1.696129999999999916e+00,3.020530000000000159e-01,3.800100000000000033e+00,-1.417359999999999953e+00,-1.513109999999999955e+00,9.603469999999999507e-01,2.134090000000000042e+00,-9.546339999999999826e-01,3.077409999999999868e-01,1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000444e-01,-3.172360000000000180e-01,-1.144770000000000065e+00,4.745880000000000098e-01,3.049389999999999823e+00,-1.493009999999999948e+00,-1.513149999999999995e+00,1.067050000000000054e+00,2.134170000000000122e+00,-9.546339999999999826e-01,3.077409999999999868e-01,1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
8.499999999999999778e-01,-3.583419999999999939e-01,-4.869100000000000095e-01,6.025289999999999813e-01,2.032570000000000210e+00,-1.568670000000000009e+00,-1.513179999999999970e+00,1.173759999999999915e+00,2.134230000000000071e+00,-9.546339999999999826e-01,3.077409999999999868e-01,1.200000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00
8.000000000000000444e-01,2.957339999999999969e-01,2.561409999999999965e+00,4.736130000000000062e-01,2.322740000000000027e+00,-9.758790000000000520e-02,4.164630000000000276e-01,1.547449999999999992e+00,8.343300000000000161e-01,-4.024619999999999864e-01,9.366689999999999738e-01,1.200000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00
6.500000000000000222e-01,-2.230769999999999975e-01,-3.069119999999999848e+00,3.152929999999999969e-03,3.607790000000000052e+00,-1.142649999999999944e+00,-2.904650000000000176e+00,1.373289999999999900e+00,2.186420000000000030e+00,-5.447910000000000252e-01,9.232669999999999488e-01,1.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00
6.999999999999999556e-01,-3.632889999999999731e-01,-2.495719999999999938e+00,1.804300000000000070e-01,3.425870000000000193e+00,-1.287879999999999914e+00,-2.904729999999999812e+00,1.482620000000000049e+00,2.186510000000000176e+00,-5.447910000000000252e-01,9.232669999999999488e-01,1.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00
7.500000000000000000e-01,-4.688140000000000085e-01,-1.693929999999999936e+00,3.402129999999999876e-01,2.915259999999999962e+00,-1.433119999999999949e+00,-2.904780000000000140e+00,1.591939999999999911e+00,2.186589999999999812e+00,-5.447910000000000252e-01,9.232669999999999488e-01,1.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00
8.000000000000000444e-01,-5.301919999999999966e-01,-7.437040000000000317e-01,4.674400000000000222e-01,2.135829999999999895e+00,-1.578359999999999985e+00,-2.904819999999999958e+00,1.701279999999999903e+00,2.186640000000000139e+00,-5.447910000000000252e-01,9.232669999999999488e-01,1.200000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00
