0,0.295297,0,-0.0742685,0,-0.024758,0,-0.696847,0,-0.564443,5.41916,-0.564443,5.41916,0.0114344,-0.0717949,-0.245251,12,1
0.05,0.281747,-0.537652,-0.077344,-0.121994,-0.0254635,-0.0282222,-0.690073,0.270958,-0.527755,5.06691,-0.527755,5.06691,0.0105329,-0.0717949,-0.245251,12,1
0.1,0.242336,-1.02629,-0.0858317,-0.214716,-0.0275343,-0.0546099,-0.670192,0.524304,-0.476517,4.57499,-0.476517,4.57499,0.00816564,-0.0717949,-0.245251,12,1
0.15,0.180695,-1.41962,-0.0978538,-0.262224,-0.0308605,-0.0784358,-0.638258,0.753053,-0.412778,3.96303,-0.412778,3.96303,0.00522576,-0.0717949,-0.245251,12,1
0.2,0.102591,-1.6793,-0.110866,-0.254024,-0.0352982,-0.0990746,-0.595651,0.951205,-0.338886,3.2536,-0.338886,3.2536,0.00282987,-0.0717949,-0.245251,12,1
0.25,0.0154163,-1.77932,-0.121964,-0.186243,-0.0406756,-0.116019,-0.544024,1.11388,-0.257413,2.4714,-0.257413,2.4714,0.00187902,-0.0717949,-0.245251,12,1
0.3,-0.0725232,-1.70966,-0.128222,-0.0620602,-0.0467983,-0.12889,-0.48524,1.23745,-0.17107,1.64242,-0.17107,1.64242,0.00269324,-0.0717949,-0.245251,12,1
0.35,-0.152859,-1.47781,-0.127048,0.108615,-0.0534566,-0.137443,-0.421315,1.31958,-0.0826168,0.793194,-0.0826168,0.793194,0.00488685,-0.0717949,-0.245251,12,1
0.4,-0.218015,-1.10765,-0.116492,0.310159,-0.060432,-0.141574,-0.354344,1.35924,0.00521917,-0.0501087,0.00521917,-0.0501087,0.00754184,-0.0717949,-0.245251,12,1
0.45,-0.261953,-0.635991,-0.0954982,0.522772,-0.0675042,-0.141313,-0.286445,1.35673,0.0898243,-0.862393,0.0898243,-0.862393,0.00959021,-0.0717949,-0.245251,12,1
