0,0.510715,3.57677,-0.0991415,-0.303852,1.45237,1.71109,0.0029375,-0.399403,-8.7698,2.04704,-8.7698,2.04704,0.0328403,0.746499,0.167701,10,1,6
0.05,0.67232,2.83733,-0.111776,-0.197412,1.52696,1.2726,-0.0144739,-0.297051,-9.07723,2.1188,-9.07723,2.1188,0.0554034,0.746499,0.167701,10,1,6
0.1,0.790435,1.8528,-0.118647,-0.0752041,1.57925,0.818738,-0.0266779,-0.191111,-9.14621,2.1349,-9.14621,2.1349,0.0750511,0.746499,0.167701,10,1,6
0.15,0.855007,0.712274,-0.119192,0.0535572,1.60875,0.361428,-0.0335648,-0.0843661,-8.98394,2.09702,-8.98394,2.09702,0.0867622,0.746499,0.167701,10,1,6
0.2,0.860549,-0.491967,-0.113331,0.178939,1.61559,-0.0877688,-0.0351619,0.0204851,-8.60316,2.00814,-8.60316,2.00814,0.0876883,0.746499,0.167701,10,1,6
0.25,0.806162,-1.66863,-0.101481,0.291192,1.60045,-0.517927,-0.0316274,0.120892,-8.02157,1.87239,-8.02157,1.87239,0.0775108,0.746499,0.167701,10,1,6
0.3,0.695502,-2.72627,-0.0845217,0.381648,1.56453,-0.919005,-0.0232423,0.214512,-7.26126,1.69492,-7.26126,1.69492,0.0585172,0.746499,0.167701,10,1,6
0.35,0.536806,-3.57383,-0.063723,0.443513,1.5095,-1.28207,-0.0103981,0.299258,-6.34793,1.48173,-6.34793,1.48173,0.035457,0.746499,0.167701,10,1,6
0.4,0.342703,-4.12877,-0.0406345,0.472499,1.43746,-1.59946,0.00641699,0.373345,-5.31015,1.2395,-5.31015,1.2395,0.014673,0.746499,0.167701,10,1,6
0.45,0.129428,-4.3326,-0.0169488,0.467212,1.35085,-1.86497,0.0266336,0.435319,-4.17853,0.975355,-4.17853,0.975355,0.00211813,0.746499,0.167701,10,1,6
0.5,-0.0847962,-4.1666,0.00564703,0.429265,1.25238,-2.0739,0.0496188,0.484087,-2.98489,0.696735,-2.98489,0.696735,0.000898624,0.746499,0.167701,10,1,6
0,0.663148,2.47931,-0.109251,-0.0972739,1.53792,1.71124,-0.0170332,-0.399426,-9.62545,2.24677,-9.62545,2.24677,0.0539434,0.746499,0.167701,10,1,6
0.05,0.764553,1.54674,-0.111478,0.00889993,1.61145,1.22997,-0.034196,-0.287088,-9.87948,2.30606,-9.87948,2.30606,0.0704142,0.746499,0.167701,10,1,6
0.1,0.815771,0.487348,-0.108448,0.111305,1.6606,0.735994,-0.0456678,-0.171785,-9.877,2.30547,-9.877,2.30547,0.0793609,0.746499,0.167701,10,1,6
0.15,0.812583,-0.613822,-0.100529,0.20286,1.68505,0.242144,-0.0513752,-0.056511,-9.62768,2.24727,-9.62768,2.24727,0.0786458,0.746499,0.167701,10,1,6
0.2,0.755047,-1.67101,-0.0884228,0.277433,1.68513,-0.23924,-0.0513917,0.0558526,-9.14702,2.13507,-9.14702,2.13507,0.0683768,0.746499,0.167701,10,1,6
0.25,0.647494,-2.59897,-0.0731025,0.330376,1.66173,-0.696591,-0.0459302,0.162606,-8.45571,1.97371,-8.45571,1.97371,0.0509286,0.746499,0.167701,10,1,6
0.3,0.498444,-3.31655,-0.0557282,0.358928,1.61633,-1.11938,-0.0353328,0.261292,-7.57894,1.76905,-7.57894,1.76905,0.030636,0.746499,0.167701,10,1,6
0.35,0.320192,-3.75585,-0.037546,0.362434,1.55089,-1.49832,-0.0200569,0.349744,-6.54556,1.52783,-6.54556,1.52783,0.012822,0.746499,0.167701,10,1,6
0.4,0.127835,-3.87512,-0.0197813,0.342364,1.46779,-1.8256,-0.000659895,0.426136,-5.3873,1.25747,-5.3873,1.25747,0.00208009,0.746499,0.167701,10,1,6
