0,0.23663,0,0.126826,0,-0.963031,0,0.810874,0,20,-11.631,20,-11.631,0.0088829,0.572166,0.0839332,16,1
0.05,0.201035,-1.41362,0.134949,0.32218,-0.938031,1,0.796335,-0.581552,20,-10.8169,20,-10.8169,0.00723303,0.572166,0.0839332,16,1
0.1,0.097313,-2.70425,0.157502,0.572318,-0.863031,2,0.753736,-1.1224,20,-9.59445,20,-9.59445,0.00424554,0.572166,0.0839332,16,1
0.15,-0.0651822,-3.74299,0.189721,0.705656,-0.738031,3,0.685623,-1.60212,17.9632,-8.02492,17.9632,-8.02492,0.00498711,0.572166,0.0839332,16,1
0.2,-0.268155,-4.30579,0.224972,0.692668,-0.565577,3.89816,0.595486,-2.00336,-0.00245919,0.000521522,14.3057,-6.18148,0.0149493,0.572166,0.0839332,16,1
0.25,-0.467142,-3.59336,0.248153,0.227303,-0.370672,3.89803,0.495319,-2.00334,-0.00167324,0.00034386,11.1874,-4.57883,0.0334883,0.572166,0.0839332,16,1
0.3,-0.622215,-2.56646,0.247337,-0.259606,-0.175773,3.89795,0.395152,-2.00332,8.06907,-2.97618,8.06907,-2.97618,0.0528228,0.572166,0.0839332,16,1
0.35,-0.72825,-1.64364,0.226187,-0.579566,0.0292113,4.3014,0.291266,-2.15213,-0.00402312,0.0012873,4.38588,-1.16519,0.0678948,0.572166,0.0839332,16,1
0.4,-0.776858,-0.289194,0.186716,-0.986642,0.244277,4.3012,0.183661,-2.15207,0.945034,0.556423,0.945034,0.556423,0.0745194,0.572166,0.0839332,16,1
0.45,-0.757665,1.05219,0.128433,-1.32591,0.460518,4.34846,0.0767531,-2.12425,-2.56208,2.23913,-2.56208,2.23913,0.0696056,0.572166,0.0839332,16,1
0.5,-0.669692,2.44615,0.0542028,-1.61932,0.674738,4.22035,-0.0266602,-2.01229,0.00818935,-0.00169527,-5.8615,3.78178,0.0540675,0.572166,0.0839332,16,1
0.55,-0.518641,3.555,-0.0280791,-1.64516,0.885766,4.22076,-0.127277,-2.01237,0.00796634,-0.00158614,-9.23835,5.39173,0.0328303,0.572166,0.0839332,16,1
0.6,-0.319266,4.36065,-0.107615,-1.51046,1.09681,4.22116,-0.227897,-2.01245,0.00774169,-0.00149486,-12.6155,7.00174,0.0139506,0.572166,0.0839332,16,1
0.65,-0.0893626,4.76226,-0.17666,-1.22911,1.30788,4.22155,-0.328522,-2.01253,0.0078261,-0.00154291,-15.993,8.61181,0.00485349,0.572166,0.0839332,16,1
0.7,0.149195,4.70256,-0.228538,-0.829516,1.51897,4.22194,-0.42915,-2.0126,0.008021,-0.00171802,-19.3708,10.2219,0.00916855,0.572166,0.0839332,16,1
