6.500000000000000222e-01,-3.968710000000000293e-02,3.154500000000000082e+00,4.171710000000000140e-01,2.856030000000000069e+00,1.912200000000000011e-01,6.243109999999999493e-01,1.295660000000000034e+00,1.341229999999999922e+00,-2.685239999999999849e-02,8.271709999999999896e-01,1.600000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
7.500000000000000000e-01,2.694349999999999801e-01,2.954810000000000159e+00,6.206319999999999615e-01,1.331979999999999942e+00,2.471089999999999953e-01,3.624970000000000137e-01,1.415729999999999933e+00,7.787030000000000340e-01,-2.685239999999999849e-02,8.271709999999999896e-01,1.600000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
8.000000000000000444e-01,4.018539999999999890e-01,2.301320000000000032e+00,6.578979999999999828e-01,1.490450000000000108e-01,2.652360000000000273e-01,3.625889999999999946e-01,1.454660000000000064e+00,7.787720000000000198e-01,-2.685239999999999849e-02,8.271709999999999896e-01,1.600000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+00
5.000000000000000000e-01,5.338280000000000108e-02,1.492469999999999963e+00,5.272569999999999757e-01,-3.042419999999999902e+00,3.964230000000000254e-01,1.479360000000000008e+00,-7.801329999999999654e-01,-3.598090000000000011e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
5.500000000000000444e-01,1.241779999999999967e-01,1.316389999999999949e+00,3.527449999999999752e-01,-3.886540000000000106e+00,4.703910000000000036e-01,1.479379999999999917e+00,-9.600389999999999757e-01,-3.598170000000000091e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
5.999999999999999778e-01,1.828770000000000118e-01,1.012720000000000065e+00,1.445839999999999903e-01,-4.374220000000000219e+00,5.443609999999999838e-01,1.479400000000000048e+00,-1.139950000000000019e+00,-3.598259999999999792e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
6.500000000000000222e-01,2.238130000000000119e-01,6.117230000000000167e-01,-7.758769999999999556e-02,-4.440479999999999983e+00,6.183309999999999640e-01,1.479409999999999892e+00,-1.319870000000000099e+00,-3.598360000000000003e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
6.999999999999999556e-01,2.430680000000000063e-01,1.523960000000000037e-01,-2.922130000000000005e-01,-4.075969999999999871e+00,6.923019999999999730e-01,1.479419999999999957e+00,-1.499789999999999957e+00,-3.598440000000000083e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
7.500000000000000000e-01,2.388069999999999915e-01,-3.213920000000000110e-01,-4.787810000000000121e-01,-3.330600000000000005e+00,7.662729999999999819e-01,1.479430000000000023e+00,-1.679710000000000036e+00,-3.598510000000000097e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
8.499999999999999778e-01,1.775190000000000101e-01,-5.807419999999999805e-01,-7.248790000000000511e-01,-1.846260000000000012e+00,8.998690000000000300e-01,9.055900000000000061e-01,-2.014559999999999906e+00,-2.598549999999999915e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
9.000000000000000222e-01,1.403250000000000053e-01,-8.950110000000000010e-01,-7.836199999999999832e-01,-4.894879999999999787e-01,9.451490000000000169e-01,9.056149999999999478e-01,-2.144489999999999785e+00,-2.598679999999999879e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
1.800000000000000044e+00,-4.317039999999999766e-01,-1.695640000000000036e+00,4.711899999999999977e-01,2.451659999999999950e+00,-6.369560000000000499e-02,-4.054279999999999690e-02,2.569270000000000165e-01,1.708399999999999919e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
1.850000000000000089e+00,-4.947779999999999956e-01,-8.090399999999999814e-01,5.698109999999999564e-01,1.465379999999999905e+00,-6.572409999999999364e-02,-4.059580000000000133e-02,3.423479999999999857e-01,1.708469999999999933e+00,3.078779999999999850e-01,-5.914190000000000280e-01,1.600000000000000000e+01,2.000000000000000000e+00,5.000000000000000000e+00
7.500000000000000000e-01,-3.460900000000000087e-01,-2.649389999999999912e+00,-3.974050000000000082e-01,-2.708569999999999922e+00,-1.114689999999999959e+00,-1.778309999999999891e-01,-2.985559999999999950e-02,-2.032859999999999945e-01,-8.180089999999999861e-01,3.092929999999999846e-01,1.600000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00
8.000000000000000444e-01,-4.599570000000000047e-01,-1.871259999999999923e+00,-5.118920000000000137e-01,-1.837480000000000002e+00,-1.123580000000000023e+00,-1.779530000000000001e-01,-4.002300000000000302e-02,-2.034120000000000095e-01,-8.180089999999999861e-01,3.092929999999999846e-01,1.600000000000000000e+01,2.000000000000000000e+00,7.000000000000000000e+00
5.999999999999999778e-01,-1.890320000000000056e-01,-6.281689999999999774e-01,-2.647709999999999786e-01,-4.208039999999999559e+00,-1.234819999999999945e-01,-6.272560000000000358e-01,-1.334109999999999907e+00,-2.661760000000000126e+00,9.431490000000000706e-03,-8.286850000000000049e-01,1.600000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00
6.500000000000000222e-01,-2.107549999999999979e-01,-2.338649999999999896e-01,-4.591020000000000101e-01,-3.506159999999999943e+00,-1.548450000000000104e-01,-6.272710000000000230e-01,-1.467200000000000060e+00,-2.661849999999999827e+00,9.431490000000000706e-03,-8.286850000000000049e-01,1.600000000000000000e+01,2.000000000000000000e+00,9.000000000000000000e+00
